Latitude,Longitude,Taxon.Name,Locality,Data.Institution,Collection.ID
22.197188089986703,-159.597528,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc179
22.197102312270726,-159.598163,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc180
22.197431930923138,-159.5975005,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc181
22.197077866657636,-159.5975866,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc182
22.19644417950108,-159.5982518,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc183
22.19642460759854,-159.5977741,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc184
22.19676083176742,-159.5977558,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc185
22.197059635674375,-159.5978087,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc186
22.196462148996993,-159.5987849,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc187
22.196967434236413,-159.5986509,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc188
22.19587835458004,-159.5985892,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc189
22.196540098069605,-159.598557,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc190
22.197303973670763,-159.5992126,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc191
22.197050997869017,-159.5984093,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc192
22.196306172986414,-159.5989697,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc193
22.19582565649567,-159.6150203,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc194
22.19603278492769,-159.6146579,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc195
22.195535135998316,-159.6151108,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc196
22.19566118889935,-159.6142166,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc197
22.195385925955065,-159.6142141,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc198
22.19424703212202,-159.5922037,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc199
22.193719233892583,-159.5909012,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc200
22.193935784394633,-159.5920595,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc201
22.19027576467042,-159.590203,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc202
22.187510147425517,-159.6294272,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc203
22.186485048246766,-159.6289166,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc204
22.155460833727314,-159.3419643,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc205
22.15399938311061,-159.3370538,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc206
22.15477015242292,-159.3355916,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc207
22.153932496288718,-159.3364199,Ochrosia kauaiensis,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc208
22.109856705798894,-159.3918922,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc209
22.109529984022746,-159.390745,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc210
22.102302539223146,-159.4454198,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc211
21.997165512079263,-159.5677495,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc212
21.98927882469098,-159.5046609,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc213
21.98849777492913,-159.5006887,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc214
21.988201808319605,-159.5065855,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc215
21.98755879796987,-159.5074728,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc216
21.987870960162663,-159.5073503,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc217
21.987169925676543,-159.5072913,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc218
21.988063277917558,-159.5074251,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc219
21.98789146492923,-159.5070415,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc220
21.98731105838627,-159.5069815,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc221
21.986437802347858,-159.5007445,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc222
21.985104925337506,-159.5011555,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc223
21.985116776354545,-159.5060928,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc224
21.98469486578336,-159.505961,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc225
21.98417125051503,-159.4996283,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc226
21.98320849,-159.5090568,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc227
21.983810307146808,-159.5084197,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc228
21.98261802441269,-159.5086734,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc229
21.978789038344186,-159.502812,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc230
21.978815594006058,-159.5014404,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc231
21.977595220387293,-159.5032469,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc232
21.97315578218271,-159.4959448,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc233
21.972620041253084,-159.4954823,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc234
21.973026954352193,-159.4907531,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc235
21.969650359569304,-159.4946287,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc236
21.969024839617173,-159.495566,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc237
21.969323864429796,-159.4950808,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc238
21.96928557402825,-159.495654,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc239
21.96948914260587,-159.4954026,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc240
21.970174715077032,-159.4959963,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc241
21.96979371038639,-159.4954146,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc242
21.969322255645654,-159.4959321,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc243
21.96951474856276,-159.495726,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc244
21.969268070239078,-159.4949752,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc245
21.969089255594653,-159.4961561,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc246
21.970010648318226,-159.4956877,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc247
21.965204546442585,-159.501407,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc248
21.96533384,-159.5017154,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc249
21.965705195397764,-159.5019081,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc250
21.96533566670215,-159.5022042,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc251
21.96522791628849,-159.5018259,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc252
21.965690059104617,-159.4943281,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc253
21.96490542227551,-159.501311,Pritchardia flynnii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc254
22.189632808974256,-159.6033492,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc255
22.15944451736642,-159.6329945,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc256
22.15943818,-159.627779,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc257
22.159507120068834,-159.6584899,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc258
22.15911847228292,-159.6561944,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc259
22.157418202390875,-159.6276516,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc260
22.157685399420668,-159.6274729,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc261
22.157381328660758,-159.6276959,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc262
22.15742261572223,-159.6274608,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc263
22.157493732541294,-159.6276838,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc264
22.156578337744328,-159.6271976,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc265
22.157723314988683,-159.6277359,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc266
22.155324687395566,-159.6272115,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc267
22.153705978693587,-159.6275539,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc268
22.15360190050429,-159.6277316,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc269
22.15326924681115,-159.6280193,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc270
22.15388338725794,-159.6277634,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc271
22.153413068082635,-159.6272489,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc272
22.153538266557714,-159.6274534,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc273
22.153983070465642,-159.6279604,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc274
22.153783212699196,-159.6275635,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc275
22.153093777127154,-159.6270097,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc276
22.15356115701153,-159.6283379,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc277
22.153856491070023,-159.6274603,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc278
22.15336357,-159.6282178,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc279
22.152924087400883,-159.641018,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc280
22.153196323027274,-159.6333496,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc281
22.15327756,-159.6397008,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc282
22.15232684921983,-159.6279248,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc283
22.15292998557566,-159.6283361,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc284
22.151876599379676,-159.6285299,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc285
22.152930854930005,-159.6273117,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc286
22.152824991276592,-159.6288668,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc287
22.151985523368563,-159.6277958,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc288
22.15242038,-159.6779645,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc289
22.152568994283683,-159.6790083,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc290
22.15203474,-159.635801,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc291
22.152602392336636,-159.6358988,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc292
22.151830050300088,-159.6210036,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc293
22.15021150512051,-159.6646008,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc294
22.151122968772757,-159.6640346,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc295
22.15044476856473,-159.6646837,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc296
22.15001272004675,-159.6648674,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc297
22.14991909401969,-159.6670134,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc298
22.150477478770373,-159.6672149,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc299
22.14997208136859,-159.6677171,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc300
22.149582942201988,-159.6211842,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc301
22.148695211211987,-159.6417263,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc302
22.149099644493642,-159.6322363,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc303
22.148975668875714,-159.6443479,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc304
22.148236037213444,-159.6493081,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc305
22.14715878327779,-159.6462844,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc306
22.147232132978974,-159.6463608,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc307
22.146507683491794,-159.6728527,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc308
22.14675332039363,-159.6341566,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc309
22.14579536279719,-159.6770694,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc310
22.14674644,-159.668473,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc311
22.14568004366975,-159.6405295,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc312
22.145213112515787,-159.6845697,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc313
22.144879537860447,-159.672294,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc314
22.143710102115133,-159.6677861,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc315
22.144370561645093,-159.6679621,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc316
22.14361322820071,-159.6684871,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc317
22.143281287531934,-159.6681463,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc318
22.14340047031257,-159.6680308,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc319
22.143040069423705,-159.6397945,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc320
22.142273521253696,-159.6508098,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc321
22.141788726776785,-159.6369092,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc322
22.141209104726126,-159.651144,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc323
22.13999853608478,-159.6951743,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc324
22.13875222141259,-159.6864289,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc325
22.13902960556513,-159.6866669,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc326
22.13820287,-159.654685,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc327
